File Name,Mean,Variance,Standard Deviation,Range,Coefficient of Variation
raphw__byte-buddy#net.bytebuddy.benchmark.StubInvocationBenchmark.baseline#.json,5.130016682000762e-09,1.7838401774605174e-19,4.2235532167364923e-10,2.6008078644829595e-08,8.233020433550053
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_samp&dataType=double&evalMode=PARTIAL1&hasNulls=false&isRepeating=false&processMode=HASH.json,6.345377277916209e-06,1.0614471565592973e-14,1.0302655757421468e-07,5.926945993649442e-06,1.623647469044553
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=10&syncThreshold=0.json,0.21226698833919996,0.00011834202415864882,0.01087851203789603,0.475529216,5.124919387141022
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#.json,3.786904101561231e-07,2.654195262845888e-13,5.151888258537725e-07,2.11279429912384e-05,136.0448567053428
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.EdmondsKarpMaximumFlowRandomGraphBenchmark.run#.json,2.9977539335509333,0.15120049432033847,0.38884507753132025,2.45366784,12.97121398722413
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordGnm#edgeDegree=50&numOfVertices=10000.json,0.4996779737087999,0.0010051087380888689,0.03170344993985463,0.4493148159999999,6.344776357568771
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes#.json,5.9418262964910883e-08,9.415108788598391e-17,9.703148349169146e-09,1.3799337064726058e-06,16.330245727478243
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2#NEED_TO_ENLARGE=2&SIZE=65536.json,0.0018804317454855963,1.3939165812202713e-07,0.0003733519226172903,0.004603458782608696,19.85458517777135
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC.json,0.00016370833819689837,2.4328603217800852e-08,0.0001559762905630239,0.006415017830486168,95.27693719267076
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=GZIP&maxBatchSize=500&messageSize=100&messageVersion=1.json,8.178693349215526e-05,1.845198808386481e-10,1.3583809511276581e-05,0.0003128198095238096,16.6087771374623
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildDecBenchmark#.json,4.8324049198828566e-08,4.6824197112440715e-17,6.842820844683917e-09,4.533748826062389e-07,14.160280353430721
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#.json,2.597836232549909e-06,2.374114480388579e-13,4.872488563751155e-07,2.5390871677758083e-05,18.755949673427097
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#.json,0.23907304734719997,0.00011144217093491147,0.010556617400233441,0.198967296,4.415645141671835
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String.json,1.0570882351104,0.008077793217048967,0.08987654430967497,1.22683392,8.502274580729626
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=500&messageSize=100&messageVersion=2.json,1.0540758743027846e-06,3.75943867688075e-13,6.131426161082551e-07,2.3126931224832165e-05,58.16873633634927
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#.json,0.015406357562514284,6.882017309405155e-05,0.008295792493430121,0.41248358400000007,53.846553020519835
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field#.json,7.529384513644386e-08,9.537521137312499e-17,9.766023314180905e-09,5.55879564081495e-07,12.970546658207441
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet#size=10000.json,6.135893555516562e-07,1.551066276732004e-13,3.938357876998996e-07,2.791715808575195e-05,64.18556386882167
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100.json,3.1780816027648,0.0028618956348905223,0.053496688074034286,0.48653926400000014,1.6833012729281203
openzipkin__zipkin#zipkin2.internal.ReadBufferBenchmarks.readLong_localArray#.json,6.23542913025694e-08,3.18682452232458e-17,5.645196650538031e-09,2.4418519326959624e-07,9.053421236310983
zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace2xResponse#.json,8.330480509747823e-07,1.6963997933502487e-13,4.1187374198293447e-07,2.0534270473519002e-05,49.44177487732968
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=2.json,0.0002438002425997801,6.987484130664349e-07,0.0008359117256423879,0.06196428952790854,342.8674708148719
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#.json,0.0001872934381932412,1.1823345410478538e-10,1.0873520777778713e-05,0.0003609930470828233,5.80560690362248
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=3.json,0.0002660247138708222,1.0004567162109806e-06,0.0010002283320377306,0.09850501787458747,375.9907557022792
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000.json,0.00012489423185138682,1.1246045340740696e-09,3.3535123886368296e-05,0.00040101341669271644,26.850818800240635
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#.json,5.355133737192137e-08,2.4236460965095525e-17,4.92305402825274e-09,3.1652359197147456e-07,9.193148611885182
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.copyFromBenchmark#.json,1.5091642088967345e-05,9.472637680947296e-14,3.077765046417172e-07,5.2036709783613945e-06,2.039383804806207
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25.json,0.012515299261900528,1.2262745628122189e-08,0.00011073728201523726,0.01586926933333333,0.8848152944480298
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#.json,0.0018910269848816251,5.746242995930207e-08,0.00023971322441472033,0.004978580210526316,12.676351333491201
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#.json,6.812897908115688e-08,5.734629373241025e-17,7.572733570673819e-09,4.3054699730359436e-07,11.11528995855493
openzipkin__zipkin#zipkin2.internal.ReadBufferBenchmarks.readLong_8arity#.json,6.28874805023106e-08,2.9243711331193594e-17,5.407745494306624e-09,3.3486126503261686e-07,8.599081170230589
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#.json,1.0643213104867369e-05,2.958822769380886e-11,5.439506199445761e-06,0.0003071539354135565,51.10774486849425
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=10.json,1.3224912406584662e-05,4.945883969699465e-08,0.0002223934344736702,0.01661327086026649,1681.625009198102
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#.json,7.514189731538138e-06,1.280506544052974e-10,1.1315946907143803e-05,0.0006971068538463252,150.5943729321758
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#.json,1.8525375586363073e-05,2.014894640988571e-11,4.48875778026457e-06,0.00019528053503745362,24.23031997024039
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#.json,0.0005990178660052529,0.00011976141134182293,0.010943555699215084,0.6528848603428572,1826.9164110572817
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#.json,0.032699117567999994,7.479558022967922e-07,0.0008648443803926764,0.028827648000000004,2.6448554111412177
prestodb__presto#com.facebook.presto.operator.repartition.BenchmarkPartitionedOutputOperator.optimizedAddPage#channelCount=1&enableCompression=true&hasNull=true&type=LONG_DECIMAL.json,3.2756648815274665,0.016378529410390478,0.12797862872523083,1.4512291840000002,3.9069512100259005
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2#NEED_TO_ENLARGE=2&SIZE=65536.json,0.005215129081618152,2.186558384662221e-07,0.00046760649959792273,0.008347648000000003,8.966345650889117
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#.json,1.9019529851988953e-05,1.185825451073188e-11,3.4435816399109635e-06,0.0002253685123069782,18.10550348357246
apache__arrow#org.apache.arrow.vector.BaseValueVectorBenchmarks.testComputeCombinedBufferSize#.json,4.389250721210265e-06,5.0035471710037635e-15,7.073575595838192e-08,2.0385434291034845e-06,1.6115679064894628
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=HASH.json,1.6064546910856933e-06,2.314325758378684e-15,4.810743974042564e-08,2.4002452497518426e-06,2.9946340850679762
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraComplete#numOfVertices=1000.json,0.07767705954986666,6.880260577697078e-05,0.008294733616998846,0.140148736,10.67848559802118
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNG#.json,0.0002487229033705863,3.706487786988452e-05,0.006088093122635734,0.38837497803921567,2447.741257492777
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument#.json,7.208345857041156e-05,4.144814557900846e-10,2.0358817642242504e-05,0.0010468110442266316,28.24339737022453
h2oai__h2o-3#hex.tree.gbm.GbmMojoScoringBench.measureGbmScore0#rows=100000.json,0.6193988064597332,0.00045506794427215404,0.02133232158655391,0.2778726399999999,3.4440365987274006
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=10000&nestedLevel=4&numberOfIterations=1&reuseArrays=true.json,3.9764481565805733e-05,2.00953171795282e-12,1.4175795279111573e-06,4.030173797187267e-05,3.5649390413030355
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=10&messageSize=100000&messageVersion=2.json,0.00015234924824380954,1.576036256984702e-10,1.25540282657986e-05,0.00036070400000000005,8.24029551213011
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=string&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH.json,1.6234909547195414e-05,1.2597686638917488e-13,3.5493219970745806e-07,3.73721324252715e-06,2.186228378271271
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#.json,1.1117280043730698e-06,2.0881877512087513e-12,1.4450563141998139e-06,5.805504579407963e-05,129.98290125962205
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field#.json,7.57009705445931e-08,9.83184917357091e-15,9.915568149920059e-08,1.6061138796574468e-05,130.98336888665256
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec#.json,0.09627686229333333,0.00018702674741255792,0.013675772278469611,0.25824460800000004,14.204630222371287
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000.json,0.01939515765191111,2.749019466266173e-06,0.001658016726775147,0.047267840000000005,8.548611754190992
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#.json,2.9528346473249323e-07,7.330493132887773e-14,2.707488343998506e-07,1.8358590226597593e-05,91.69116010106785
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#.json,1.0357810933960567e-05,1.4603046501574705e-10,1.2084306559159571e-05,0.00011807128084224084,116.6685377461204
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0.json,0.27172595739306665,0.0002925981541290271,0.017105500697992652,0.557580288,6.295129424550558
prestodb__presto#com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStart#ascii=true&length=10.json,6.165465822906858e-05,1.1370389960964927e-05,0.003372000883891481,0.19162720159206081,5469.174561577034
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=10&valueType=String.json,0.011651306340946993,1.9921428396963504e-05,0.004463342738011893,0.20291137163636364,38.30765930791863
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLV#.json,0.06890453292373333,1.385873415221848e-07,0.00037227320817134394,0.012648448000000007,0.5402739012589968
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3.json,0.00015071332230029018,7.649529488071655e-10,2.7657782789066182e-05,0.00320241443866872,18.351252806941094
zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2#.json,7.46822922513263e-08,1.3151111167590446e-16,1.1467829423038365e-08,7.058054685381894e-07,15.355486658666004
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleR2dbc#.json,7.102443034388528e-06,3.503386749742958e-08,0.00018717336214704695,0.02484046034946728,2635.3377456291178
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#.json,0.014928652465926772,5.040202197698111e-06,0.0022450394646192995,0.012787711999999998,15.038460234394153
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO.json,2.398410279937158e-07,1.8420316663776474e-16,1.3572146721788883e-08,6.075041941105021e-07,5.658809435283314
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#.json,6.527291796801156e-08,1.6366021625721324e-16,1.2792975269936749e-08,7.346191145716331e-07,19.59920847449509
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1.json,0.009115241071088485,1.6141040988565825e-07,0.00040175914412202027,0.008544256,4.407553689351243
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=50000&syncThreshold=10000.json,5.827616868488533,0.0030227271610156776,0.05497933394481674,0.7549747199999999,0.9434273938306506
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef#isPresized=false&loadFactor=0.75&size=4500000.json,1.0171242075477334,0.003951363101885115,0.06285986877082321,2.313158656,6.180156592907874
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#.json,0.004538069472856264,1.4933550809899797e-05,0.0038643952709188274,0.2054324224,85.15504872794673
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonResponse#.json,1.4044062904562349e-05,4.1010205419062576e-11,6.40392109719214e-06,0.0003753732268907563,45.59877822187598
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.codahaleCounterDecBenchmark#.json,4.523239104173226e-08,6.9221061020339085e-18,2.6309895670705173e-09,2.5356441912877923e-07,5.81660510637856
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=1.json,5.517518082957483e-06,1.2989637758199772e-08,0.00011397209201466722,0.007139197191283293,2065.6405706526702
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=10.json,2.0146601666492017e-06,6.625093149672825e-13,8.139467519237868e-07,3.03451622251374e-05,40.401193481556206
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=200.json,1.8013053014485317e-05,2.491314150778519e-12,1.5783897334874295e-06,5.581384775086506e-05,8.762477588991477
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.bench#.json,0.001672166974808127,2.2950111776681834e-09,4.790627492999412e-05,0.0022961055726495715,2.8649217244283354
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100.json,2.9152859257890127e-07,2.747263211901575e-13,5.241434166238831e-07,2.11858676566266e-05,179.79142697024665
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1.json,7.573957077974378e-08,1.2541265939715952e-14,1.1198779370858216e-07,1.2904248197944594e-05,147.85902871598105
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructShort#.json,1.5599601639336138e-06,5.541342352721425e-13,7.444019312657259e-07,3.319366649540168e-05,47.719291073986994
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#.json,8.872049984151232e-06,2.968249853987305e-12,1.7228609502764013e-06,6.38470940295221e-05,19.418972541341283
prestodb__presto#com.facebook.presto.BenchmarkBoxedBoolean.primitive#.json,4.676676718916991e-07,1.5872503192212544e-16,1.2598612301445165e-08,6.42010911054425e-07,2.6939241385841846
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000.json,5.749585803663559e-08,2.6021188098118557e-17,5.101096754436104e-09,2.138584773664738e-07,8.872111711396242
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#.json,0.46216794603520006,0.00043734402549894317,0.020912771827257697,0.23488102399999994,4.5249290883675695
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=200.json,0.0001731799905296017,4.722058479863772e-06,0.002173029792677443,0.11993550952212391,1254.7811014610297
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#.json,9.443119642702473e-06,1.1349352357468291e-10,1.0653333918294446e-05,4.9423497912200054e-05,112.81583122297103
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100.json,1.0577757161346437e-05,7.106859459778481e-13,8.430219131065621e-07,3.1861463269250177e-05,7.969760510169004
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=2500000.json,0.3750571977386667,0.0006178588301807984,0.0248567662856776,1.067974656,6.627460140892259
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65.json,5.371294088285492e-08,3.455363999747333e-17,5.878234428591065e-09,5.104724058979939e-07,10.943795539721393
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.defaultResponse#.json,1.1944020797754414e-05,3.4851459246558723e-12,1.8668545536961021e-06,3.1422861686570335e-05,15.630034351975407
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_better#.json,0.03932774618453333,1.690768997255158e-07,0.00041118961529386394,0.02566826666666667,1.0455458427861168
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#.json,6.23473022983327e-08,9.42488027657618e-15,9.708182258577649e-08,1.4399294476327118e-05,155.71134436777814
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_niceAndSlow#.json,0.0324163554872889,2.968857799745148e-06,0.0017230373761892538,0.03637248,5.315333418233556
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#.json,1.0539110307180406e-06,2.752693952103261e-13,5.246612194648334e-07,2.9848794825903024e-05,49.782306491979334
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1.json,0.02922928665031111,1.2853953024657897e-06,0.0011337527519110107,0.024174591999999998,3.8788245689155167
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true.json,1.0245009814791801e-05,2.1733404045080448e-11,4.661909913874403e-06,1.9697534769123987e-05,45.504201539597474
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#.json,0.0008798445700716634,6.608483235140968e-06,0.0025706970329350304,0.1439672545882353,292.17626844314634
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL.json,6.346958557152766e-06,1.1227173946234848e-14,1.05958359491995e-07,5.91516889645631e-06,1.669435187544816
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryChildBenchmark#.json,5.545906976680332e-08,3.2979962152948523e-17,5.742818310981858e-09,4.056999776461996e-07,10.355057045005456
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16.json,1.4117810292613928e-07,2.950326271701989e-14,1.7176513824702583e-07,1.539876565446819e-05,121.66556617982668
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.sqlobjectInsertGeneratedKeyValues#.json,8.348803294979333e-06,1.1558721744407239e-10,1.0751149587094042e-05,0.0005905557086498407,128.7747382137916
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView#.json,0.017052854421536506,1.0172980310340507e-06,0.0010086119328235467,0.019237936761904762,5.914622314195937
h2oai__h2o-3#hex.AUCBuilderBench.perRow#nBins=40&nObs=1000.json,0.00010786328622861257,8.404070924242219e-11,9.167371992148142e-06,4.4122831976186114e-05,8.499066098095888
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#.json,4.6110665390099056e-08,8.000924803096182e-18,2.828590603656913e-09,1.6222822417544134e-07,6.134352171513604
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=2&messageSize=100&messageVersion=1.json,8.842862628479408e-07,3.3937699315884174e-14,1.8422187523712858e-07,3.3454056280587285e-06,20.83283241829652
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT#.json,2.652633803101154e-06,5.989365546110074e-13,7.739099137567675e-07,3.843690998100032e-05,29.17515085768722
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7.json,6.76027833644217e-08,2.230027566959682e-16,1.4933276823790824e-08,9.363664125049132e-07,22.089736665561578
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true.json,4.956436302851631e-07,8.525191221816915e-14,2.9197930100979615e-07,1.832541068900402e-05,58.90912001467851
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#.json,0.00021978613710390245,0.00013562407938435582,0.0116457751731843,0.6459162533449564,5298.68504294192
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=bloom_filter&dataType=bigint&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH.json,8.916152601977778e-08,1.737791063678495e-16,1.3182530347693097e-08,7.600987099871464e-07,14.784998570761285
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.parametrizedR2dbc#.json,9.618520415144662e-06,1.3558822096677361e-07,0.0003682230587113925,0.04987312541942858,3828.2713225998227
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#.json,1.0224377190907998e-07,3.172821433981323e-14,1.7812415428518735e-07,1.6524198869388964e-05,174.21516338773554
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1.json,0.16363704811520002,6.634490827328837e-05,0.008145238380384478,0.10066329599999999,4.97762485586409
zalando__logbook#org.zalando.logbook.HeaderBenchmark.autoconfigurationResponse#.json,3.265776927515555e-07,7.804120329981003e-14,2.7935855687594397e-07,1.942099276414548e-05,85.54122436294705
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue.json,2.000694007352782e-09,7.888991514608443e-22,2.808734860147615e-11,1.5906040268456375e-09,1.4038802784559705
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSet#size=100000.json,4.7449074454449904e-07,9.455970013837185e-14,3.0750560992991955e-07,3.337910201031172e-05,64.80750435398235
jgrapht__jgrapht#org.jgrapht.perf.clique.MaximalCliqueEnumerationPerformanceTest.PivotBronKerboschRandomGraphBenchmark.run#.json,12.171710544827736,5.671127661649589,2.381412954875653,18.522046464,19.56514613213189
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.sqlobjectSelectOne#.json,9.807474577798107e-06,8.747941460301077e-11,9.35304306645761e-06,0.0004891085876335384,95.3664778049058
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params#.json,1.6622675023689364e-06,9.091331595990376e-14,3.015183509504915e-07,1.908751620587292e-05,18.13897886596415
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#.json,0.0029121806770209435,2.2176011484477998e-07,0.000470914126826516,0.015411199999999998,16.170498298486212
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphMutateBenchmark.testAddVertexWithProps#.json,7.980015123033549e-06,9.213311863921715e-12,3.035343780187298e-06,9.714674533509575e-05,38.03681739181257
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1.json,1.4391900877515407e-05,5.775627007083094e-14,2.403253421319336e-07,1.1277204206862466e-05,1.6698651844343648
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#.json,9.263095265167933e-08,2.980139473130689e-14,1.7263080469981855e-07,1.5687251003521472e-05,186.36406056295576
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536.json,0.002530261742838542,5.8935366731233884e-08,0.0002427660740944539,0.006072891844155843,9.594504393925265
