File,Mean,Variance,Standard Deviation,Range
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordGnm#edgeDegree=50&numOfVertices=10000.json,0.46407140433400124,0.00010249274303151728,0.010122179128943228,0.10118758400000005
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes#.json,6.33497950769912e-08,2.343256554624066e-18,1.530514261222096e-09,2.376252292761714e-08
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2#NEED_TO_ENLARGE=2&SIZE=65536.json,0.001885766039850449,1.3692070771219254e-07,0.00036996618225574327,0.003874384842105264
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable#loggingConfiguration=LOG4J2_THROWABLE_ASYNC.json,0.00016474706931501458,2.04314743913894e-08,0.0001429148356597247,0.0026995734579371477
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=GZIP&maxBatchSize=500&messageSize=100&messageVersion=1.json,8.363715406724948e-05,1.6412964457445324e-10,1.2809169569253398e-05,0.00013723372307692305
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildDecBenchmark#.json,4.8135135172044754e-08,5.9946126106405466e-18,2.4479808826908266e-09,1.2547044429313359e-07
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble#.json,2.5329681330322906e-06,1.133391382659102e-14,1.0644307532306069e-07,3.761799651810588e-06
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#.json,0.236495389755511,0.00010355611766306494,0.010174553050695345,0.08309964800000003
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String.json,1.0743337055764863,0.007123888312792203,0.08438903320087378,0.88604672
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=500&messageSize=100&messageVersion=2.json,1.1186867850858447e-06,3.68071701282056e-13,6.065878047258138e-07,1.7442396357420595e-05
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#.json,0.015239201250602793,3.2172938683504166e-05,0.0056711720904060615,0.15973171200000003
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field#.json,7.498660075060841e-08,1.5188024156484285e-18,1.2321911919878643e-09,1.9792042472892462e-08
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet#size=10000.json,6.200395669532715e-07,5.045216254703802e-14,2.2457807430233022e-07,9.652988777183164e-06
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100.json,3.152595227190381,0.0018808537892723454,0.04336156802508297,0.3858759679999997
openzipkin__zipkin#zipkin2.internal.ReadBufferBenchmarks.readLong_localArray#.json,6.26463923274805e-08,4.034070779557062e-18,2.0081641851519884e-09,2.3526310701610143e-08
zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace2xResponse#.json,8.260699532451312e-07,4.914899547315148e-14,2.2165870080599167e-07,5.967005644410066e-06
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=2.json,0.0002549346663226262,8.412778028915786e-07,0.0009170587849104665,0.04207002654091539
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#.json,0.00018769418463368662,1.0899340062037511e-10,1.0438246820177809e-05,0.00017869915892518228
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=3.json,0.0002502758538549845,2.1235288755639086e-07,0.0004607406661108204,0.01634419226307376
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000.json,0.0001245262418366457,1.029350689758914e-09,3.2078137184900816e-05,0.00032073777773598214
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock#.json,5.2524999632084703e-08,1.3309024182561332e-17,3.6475442356061194e-09,5.639889616828553e-08
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.copyFromBenchmark#.json,1.4953726060092339e-05,2.8616915168748817e-15,5.348584586678059e-08,2.401016368084874e-06
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25.json,0.012517507866696356,2.0924711707294277e-09,4.5735897089297936e-05,0.0009049884444444455
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained#.json,0.0018902509658615721,4.426797038626006e-08,0.00021036440959679658,0.0018130285714285713
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#.json,6.584867693340476e-08,1.0264304733965713e-18,1.0129598433536939e-09,2.5311338194515772e-08
openzipkin__zipkin#zipkin2.internal.ReadBufferBenchmarks.readLong_8arity#.json,6.154144205221863e-08,3.6989104826070375e-18,1.922933967031651e-09,1.548725343783705e-08
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#.json,1.0535858547785006e-05,2.8550075758673354e-12,1.689394565968143e-06,4.560249097671979e-05
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=10.json,9.168597268054475e-06,2.272289647992069e-12,1.5071598124332566e-06,2.3996943492085754e-05
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON#.json,7.572912843240831e-06,2.931691658607239e-12,1.7119323788270692e-06,2.865794626264186e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#.json,1.8709339972026425e-05,9.815532316658756e-12,3.1324517419668875e-06,5.2730526156266714e-05
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached#.json,0.0003966228151975136,1.9881929204999167e-09,4.4581709942623704e-05,0.0006531564253443525
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#.json,0.03257915077800045,7.899038999891513e-07,0.0008886169428000116,0.018219008000000002
prestodb__presto#com.facebook.presto.operator.repartition.BenchmarkPartitionedOutputOperator.optimizedAddPage#channelCount=1&enableCompression=true&hasNull=true&type=LONG_DECIMAL.json,3.2602168090848362,0.013606631437465468,0.11662798465371346,0.7591690240000002
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2#NEED_TO_ENLARGE=2&SIZE=65536.json,0.0053051697477009595,2.9594235900693913e-07,0.0005439149877174284,0.006219548444444447
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#.json,1.9312421459446875e-05,2.7146173533557398e-11,5.209328812364387e-06,0.0002247127973576003
apache__arrow#org.apache.arrow.vector.BaseValueVectorBenchmarks.testComputeCombinedBufferSize#.json,4.360030057038958e-06,4.0189044910374197e-16,2.004385734225859e-08,8.428240636942929e-07
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=HASH.json,1.5996441691158817e-06,6.776814649911787e-16,2.6027968005137966e-08,8.2150888612941e-07
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraComplete#numOfVertices=1000.json,0.07604629769405477,2.943920080568981e-05,0.005424884152983341,0.06091571199999998
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNG#.json,0.00013450469303800779,5.980990376641407e-10,2.4451978893056844e-05,0.0007580052392156863
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument#.json,7.019989913082701e-05,6.046887381001716e-11,7.774874733741882e-06,8.714278341013823e-05
h2oai__h2o-3#hex.tree.gbm.GbmMojoScoringBench.measureGbmScore0#rows=100000.json,0.6184710683019371,0.00041942859037810004,0.02047653536779489,0.18979225600000005
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=10000&nestedLevel=4&numberOfIterations=1&reuseArrays=true.json,4.001736511004492e-05,1.9096281910910915e-12,1.3816621774963638e-06,1.9117815264414192e-05
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=10&messageSize=100000&messageVersion=2.json,0.00015060769198078696,1.2205192539894063e-10,1.1045866190244898e-05,0.00014929066666666662
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=string&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH.json,1.6204078379898027e-05,1.3260588576345774e-14,1.1513539647756054e-07,1.1376954805458304e-06
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#.json,1.1062911349869957e-06,1.2568097831804213e-12,1.1208880439337974e-06,2.124077965209855e-05
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field#.json,8.021333776272065e-08,8.695587342832982e-14,2.948335633038261e-07,1.60601780405986e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec#.json,0.09790908759385439,0.00018220423128987193,0.01349605034197766,0.115113984
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000.json,0.019507058359207307,2.8685023578969763e-06,0.001693382494971855,0.016831829333333336
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#.json,2.969640477724556e-07,7.453447479265191e-14,2.7296443024411204e-07,9.980806655701932e-06
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#.json,9.834044369979138e-06,1.2832523329386948e-10,1.1326180843272198e-05,4.278963312826278e-05
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0.json,0.2664551918557114,0.00017703817274344113,0.013303347013335437,0.089391104
prestodb__presto#com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStart#ascii=true&length=10.json,8.293910468642947e-08,5.50796669543729e-14,2.346513802900452e-07,1.2764647127909376e-05
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=10&valueType=String.json,0.01114949698312874,5.7632232253624225e-06,0.002400270464157207,0.022044672
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLV#.json,0.0692088834736139,9.394866883570005e-08,0.0003064592792766977,0.005832704000000008
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=3.json,0.00015113000881545767,3.4205657129868235e-09,5.8475834662438054e-05,0.0032018270713947993
zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2#.json,7.736626334238642e-08,4.677382611600484e-18,2.162364529758847e-09,3.6644762871857556e-08
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleR2dbc#.json,4.150401635764112e-06,1.3936968744055573e-12,1.1803522261543456e-06,3.7919783767032436e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#.json,0.014893725268271991,4.326847070582168e-06,0.0020797600577662566,0.011231232
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO.json,2.3583804261428043e-07,4.6615547161253495e-17,6.826417618797067e-09,3.424588011455575e-07
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#.json,6.546041838532929e-08,2.5265773092118838e-18,1.58925562104247e-09,2.0994681273001728e-08
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1.json,0.00904873279527135,1.365792902827881e-07,0.0003695046313882453,0.0014893055999999991
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=50000&syncThreshold=10000.json,5.808592705838343,0.0023320918628122653,0.04828367157760891,0.3858759679999997
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef#isPresized=false&loadFactor=0.75&size=4500000.json,1.01543728600668,0.0021580986475215,0.04644758163446184,0.43096473600000007
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#.json,0.004384267216953136,1.3634505366280017e-06,0.0011674738293971265,0.023557734400000002
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonResponse#.json,1.4086848882896878e-05,3.0435511181325407e-12,1.744286263201337e-06,2.981947000651476e-05
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.codahaleCounterDecBenchmark#.json,4.5031668178435215e-08,5.423702483352272e-19,7.363349074624085e-10,8.979819365705221e-09
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=1.json,3.3786507306665685e-06,6.936639449214549e-13,8.32725801351869e-07,1.8057504207305414e-05
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=10.json,2.073631247299016e-06,2.129701088821285e-13,4.614097707908153e-07,1.0865688408423087e-05
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=200.json,1.7982547642174378e-05,2.1285252095372277e-12,1.4587029441505633e-06,2.397015339431015e-05
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.bench#.json,0.0016816889029141132,5.101753572122214e-10,2.258328935211422e-05,0.0003253944218362286
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100.json,2.9118918541836605e-07,2.9921426832280275e-13,5.46913457831704e-07,1.914689948668439e-05
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain#count=1.json,7.580257081455272e-08,1.9718701033978706e-15,4.439832762783872e-08,1.8782866225177341e-06
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructShort#.json,1.5677536903041958e-06,3.8030236739717616e-13,6.165836081979308e-07,1.579393516672096e-05
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#.json,8.680326427154033e-06,2.754826002364809e-12,1.6594896464876052e-06,2.9766658915922383e-05
prestodb__presto#com.facebook.presto.BenchmarkBoxedBoolean.primitive#.json,4.7125723995195417e-07,4.571920141015831e-16,2.137847776054371e-08,5.329060219371478e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000.json,5.8545665758159686e-08,2.967367632645773e-18,1.7223171972351813e-09,2.422296864859754e-08
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#.json,0.46112898240213757,0.00037340809867222804,0.01932054294962738,0.23068671999999996
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbc#resultSize=200.json,0.0001317695724382563,1.5070829363884886e-10,1.22742802993669e-05,0.0001328301438855519
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#.json,9.543061839286506e-06,1.1584437438686666e-10,1.0761304856338415e-05,4.25572541958453e-05
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=100.json,1.0615566158428411e-05,1.3107443723000825e-12,1.1446862373281916e-06,3.1817387696107494e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=2500000.json,0.3634177395430862,0.0005326174243863587,0.023074651231492837,0.23959961599999996
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65.json,4.708960675178359e-08,1.2303012232147607e-17,3.506979185798681e-09,2.6940439439262266e-08
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.defaultResponse#.json,1.2228579673903874e-05,3.0654720664377843e-12,1.7505565385534131e-06,2.119464346960053e-05
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_better#.json,0.039348793572923625,7.737566782047579e-08,0.00027811836373035394,0.0023811413333333295
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#.json,6.611827250117354e-08,6.45984832815226e-16,2.5411986797927203e-08,1.0548082801030602e-06
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.gradient_niceAndSlow#.json,0.03241053803963483,2.5451656932951336e-06,0.0015950910960046195,0.005150037333333329
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1#.json,1.056982339475133e-06,1.5876897680220712e-13,3.9839170140935285e-07,1.093233394055086e-05
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1.json,0.029231485691382765,1.3106389082597898e-06,0.0011446401849985043,0.005308416000000003
JCTools__JCTools#org.jctools.jmh.latency.QueueBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true.json,1.0629901229178193e-05,1.637771854793934e-11,4.046263506997982e-06,1.652331536684921e-05
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#.json,0.000813975158403538,2.3410041335611155e-08,0.00015297784921526752,0.002428788451127819
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL.json,6.347404700485092e-06,6.311971092395974e-16,2.5119440450810773e-08,8.226587327128218e-07
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryChildBenchmark#.json,5.579256821588316e-08,6.304681182092246e-18,2.510493061164348e-09,1.2254068528911914e-07
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16.json,1.452898781077408e-07,9.216803019836985e-14,3.0354117670119585e-07,1.5373498610715955e-05
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.sqlobjectInsertGeneratedKeyValues#.json,8.16943596112199e-06,3.396809219266833e-11,5.827241783596629e-06,0.00022165321077480775
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView#.json,0.01705843974832204,9.836101560556558e-07,0.000991605581342413,0.0029616030476190443
h2oai__h2o-3#hex.AUCBuilderBench.perRow#nBins=40&nObs=1000.json,0.00011621102427465805,2.7231691678016576e-14,1.6499271576834668e-07,2.236793838298614e-06
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#.json,4.6495650709651664e-08,1.6464737903331438e-18,1.2829356437044981e-09,1.6516375963950087e-08
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=2&messageSize=100&messageVersion=1.json,9.316805462741139e-07,5.46116338278913e-14,2.3365229181249505e-07,2.9160963687994685e-06
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT#.json,2.6440014023228384e-06,3.791132149207724e-13,6.156188679698597e-07,1.3452748321654987e-05
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7.json,5.688362987985758e-08,4.833772576812069e-18,2.1982170252987915e-09,3.701893521051812e-08
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true.json,4.87594396172352e-07,3.121867984848998e-14,1.7665857683031486e-07,8.739486502011e-06
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted#.json,7.084621924623675e-06,2.60741083570701e-12,1.6144782305761725e-06,2.835635684058106e-05
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=bloom_filter&dataType=bigint&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH.json,9.25601428831824e-08,8.431720694146067e-18,2.9032575649035e-09,6.142296655715936e-08
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.parametrizedR2dbc#.json,3.937835778406467e-06,1.2941201897715362e-12,1.1374040407433065e-06,2.877760983346551e-05
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#.json,9.928952480963538e-08,1.2678536024523327e-15,3.5600985065799155e-08,1.3972973849698616e-06
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1.json,0.16361121500601203,6.559058266643044e-05,0.00809744869228515,0.054263808
zalando__logbook#org.zalando.logbook.HeaderBenchmark.autoconfigurationResponse#.json,2.982635518863945e-07,1.7366350911318756e-13,4.166599396019833e-07,1.901755928265421e-05
JCTools__JCTools#org.jctools.jmh.baseline.SingleThreadedPoll.poll#qType=MpscArrayQueue.json,2.000127089863467e-09,5.827133298722027e-24,2.413542423164584e-12,1.213872832369939e-10
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSet#size=100000.json,4.7112558896132267e-07,1.1745096021330667e-13,3.426539528966218e-07,1.820612920339754e-05
jgrapht__jgrapht#org.jgrapht.perf.clique.MaximalCliqueEnumerationPerformanceTest.PivotBronKerboschRandomGraphBenchmark.run#.json,12.098698235211758,5.45930991464335,2.336126387385364,17.347641344000003
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.sqlobjectSelectOne#.json,9.234124243000553e-06,5.869121674219778e-12,2.42222240509401e-06,0.00010430395904888494
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params#.json,1.632688529733352e-06,5.115323271857316e-14,2.261330304721187e-07,5.128968220444163e-06
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#.json,0.0028867235604915545,1.3306031961300854e-07,0.0003647134180263848,0.004138691817543861
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphMutateBenchmark.testAddVertexWithProps#.json,8.040099297728307e-06,7.135953024503003e-12,2.670874315024791e-06,3.9180131160462266e-05
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1.json,1.440504863475282e-05,1.295275448264011e-15,3.598392452934777e-08,6.777179662706207e-07
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation#.json,7.939961733081294e-08,3.077462246654442e-16,1.7539767302198034e-08,2.2390677361976863e-07
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536.json,0.0025624543099411305,8.10656008912052e-08,0.0002846726626710114,0.006033514389610389
zalando__logbook#org.zalando.logbook.LogbookBenchmark.plain#.json,3.062862930719436e-05,2.005207086630259e-11,4.477205986755978e-06,5.788872613791686e-05
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#.json,7.227544106506992e-05,2.3613563797215064e-10,1.53641390371732e-05,0.0002833597260847359
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#.json,6.211652322030693e-08,5.737702617735164e-18,2.3949501492505515e-09,4.7848132584755464e-08
apache__camel#org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression#.json,0.004370347730480331,3.492148688940303e-07,0.0005908453525765154,0.010660085760000004
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments#.json,3.0903148276191454e-08,9.345539531006362e-19,9.665618504946964e-10,1.991729863547894e-08
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000.json,0.9853015830060121,0.001996237613448003,0.044671812896032406,0.3103784960000001
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordComplete#numOfVertices=3000.json,3.5998069373520374,0.007164958652608361,0.0846319416464373,0.7717519360000002
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000.json,0.5827466373386774,0.0015010481400930251,0.038736891821735335,0.19084083200000002
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated#count=1000.json,0.00010209637511175561,5.612467510364681e-13,7.490389134562992e-07,7.700639557955272e-06
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16.json,1.2140607635069153e-07,5.482409543767123e-18,2.3410635214908154e-09,6.050964484671067e-08
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS3#NEED_TO_ENLARGE=0&SIZE=65536.json,0.0008249239353906137,3.2700379262195965e-08,0.0001808022601955919,0.0024142653224559895
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#.json,6.448960784124498e-08,1.1673366785643588e-17,3.4160602842370188e-09,3.322345231006028e-08
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sumOfjHiccupLines&numberOfSignificantValueDigits=3.json,0.00015308573264411127,6.453030008620628e-10,2.5398572180294833e-05,0.0005050150444322946
openzipkin__zipkin#zipkin2.elasticsearch.internal.BulkRequestBenchmarks.writeRequest_singleSpan#.json,3.177442743115926e-05,1.703733142525512e-07,0.00041269408687061554,0.012988996576455839
