File,Mean,Variance,Standard Deviation,Range
apache__camel#org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest#.json,0.012381265578199787,3.848291414408347e-05,0.006202423784243218,0.2084978688
yellowstonegames__SquidLib#squidpony.performance.WorldBenchmark.measureFast#.json,0.10752465690848363,2.650587671963208e-07,0.0005147525980643101,0.008388608000000006
jdbi__jdbi#org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean#.json,0.001134772301472791,0.0001296768001977143,0.011385670290905115,0.15674038523450368
JCTools__JCTools#org.jctools.jmh.latency.MpqBurstCost.burstCost#burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true.json,1.1077233177622003e-05,2.2435667294820116e-11,4.735839286965878e-06,1.543468731133996e-05
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=GZIP&maxBatchSize=50&messageSize=1000&messageVersion=2.json,0.00017050634398956644,6.012791992766031e-10,2.4516899706543903e-05,0.0010923885714285715
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000.json,0.0015593973926606682,2.622614783857995e-08,0.0001619178441993457,0.0016466407164179102
zalando__logbook#org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType4#.json,7.086349827665699e-08,9.316439571210917e-18,3.0517745440886223e-09,2.5708492096015028e-08
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithoutFlatten#blockSize=1000000&nestedLevel=5&numberOfIterations=1000.json,14.898890674020043,0.010587657444799814,0.1028791580110767,0.30198988800000137
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#.json,0.0035478789055389225,7.842097622723405e-08,0.000279990684695765,0.006938487466666667
apache__camel#org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase#.json,3.82987282093337e-06,1.4149583194371247e-12,1.1893215383015816e-06,2.3028054722828628e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000.json,0.6335759561790247,0.0017847789513293184,0.0422395884541398,0.569376768
JCTools__JCTools#org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost#burstSize=1&qType=SpmcArrayQueue.json,7.444794304123964e-07,2.5477977910676003e-15,5.0467284682272256e-08,8.088521438960499e-07
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1.json,1.0142419081420424e-07,1.0961780207154266e-13,3.310304964488934e-07,1.8067282833131727e-05
apache__camel#org.apache.camel.itest.jmh.LoadTypeConvertersTest.load#.json,0.013272614152851737,1.650879803370736e-05,0.00406242342366084,0.14163031771428572
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=1000&syncThreshold=10000.json,0.22771549199732796,9.07277175673909e-05,0.00952351901287075,0.101974016
JCTools__JCTools#org.jctools.jmh.collections.SetOps.add#keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet.json,7.395450767734103e-08,4.8294374894815876e-18,2.197231087279612e-09,9.074056172314779e-08
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#.json,2.5101811077246526e-07,7.5794749442485e-18,2.7526248181491974e-09,4.27568598388327e-08
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#.json,0.010308991088471895,7.277096817104194e-06,0.0026971589232088347,0.041749162666666666
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized#.json,7.1587587430665694e-09,1.390529534933863e-17,3.7283576762583285e-09,1.061088767933381e-07
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5.json,7.970627320425876e-05,1.0290564693380879e-12,1.0142547821442618e-06,6.174721705738098e-06
imglib__imglib2#net.imglib2.parallel.ParallelizationBenchmark.multiThreaded#.json,0.03752718535738143,7.540052910222935e-06,0.0027454570698660307,0.08694442666666666
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#.json,0.4790169394789579,0.01045769985058743,0.10224581636852331,5.499256832
jgrapht__jgrapht#org.jgrapht.perf.graph.DirectedAcyclicGraphPerformanceTest.ArrayListDAGRandomGraphBenchmark.run#.json,1.351202598476954,0.0007856280900034215,0.028024376695508446,0.18454937599999988
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool#.json,0.005234564612902187,1.7809074754915128e-06,0.0013342835718150009,0.029190826666666673
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringGdxOM2#NEED_TO_ENLARGE=2&SIZE=65536.json,0.005165234323682613,2.1695273481743135e-07,0.0004657040608735899,0.005877313163636363
prestodb__presto#com.facebook.presto.sql.gen.InCodeGeneratorBenchmark.benchmark#inListCount=25&type=double.json,0.0003346054060233097,3.2942422942517857e-11,5.738590430518962e-06,0.0003002740514353324
prestodb__presto#com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlatten#blockSize=100000&nestedLevel=2&numberOfIterations=1&reuseArrays=true.json,0.00017683792757357727,1.5319484236365128e-12,1.2375123235007912e-06,6.3602245059686795e-06
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#.json,0.0009800703562501559,5.8600521362622063e-08,0.0002420350154630448,0.011496125629629629
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2.json,4.044558483412473e-05,6.307873491720054e-09,7.94088575257601e-05,0.003975510900092076
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetNumImages#.json,3.503503137642364e-08,9.962200916346343e-19,9.979415578044001e-10,9.685327385434434e-09
apache__tinkerpop#org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache#.json,0.0050868276555141164,0.00013910061134031387,0.011792122436198118,0.41758791873207546
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=2.json,1.1714881413600025e-05,1.723934089774052e-08,0.00013127674178943055,0.007149439777261059
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline#size=4.json,6.409641575187367e-08,6.748746335961623e-17,8.213703333861682e-09,4.302968423333293e-07
apache__camel#org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow#.json,4.3488081577797876e-05,2.5747276048826603e-11,5.073329914782578e-06,4.5603061220725806e-05
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#.json,6.965657907901366e-09,1.1559910207393175e-17,3.3994189476938266e-09,1.0665450942646198e-07
jdbi__jdbi#org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiMap#.json,0.25595419703406813,0.00042518268920715144,0.020616514681703838,0.241958912
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case2&numberOfSignificantValueDigits=2.json,2.9034801895497985e-05,4.070965779255033e-09,6.379346417342399e-05,0.0034914916856615035
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000.json,1.1388228807054108,0.037650480386736886,0.19400490992752342,5.146411008
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbc#resultSize=100.json,6.743191824083814e-05,4.0190925320499474e-11,6.3385725126204194e-06,9.458911845497894e-05
zalando__logbook#org.zalando.logbook.HeaderBenchmark.replace1xResponse#.json,3.9417813107766646e-07,9.138059723114264e-15,9.557723368542452e-08,2.6711824286817537e-06
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=100.json,1.0084343500192158e-05,1.88785843218014e-12,1.373764130024366e-06,2.6302371370149496e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.JdkMutableMapGetTest.get#size=7750000.json,0.5581613125771544,0.0011021611677358382,0.03319326805895016,0.320864256
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case1&numberOfSignificantValueDigits=2.json,3.1958222049384754e-05,1.2645085244562004e-08,0.00011243158706162792,0.0044514296831219
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList#length=11&lookups=10&mostly=misses&size=12.json,3.987130531224766e-06,3.4639408044315526e-12,1.8608556751062208e-06,2.4608036785599488e-05
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000.json,0.0013061536724917658,4.02151147762597e-12,2.0050357322052097e-06,4.511735134199121e-05
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#.json,0.0007899461818638434,6.730122223486491e-09,8.202362070569895e-05,0.0011311982295361045
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=100000&valueType=Boolean.json,1.0520950686867068,0.06215703532416207,0.24927148812353503,2.2502440960000003
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10.json,7.049753662247162,0.3378766230215445,0.5811744761928644,15.040774144
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage#.json,0.0015862779865598894,1.200670284870172e-06,0.00109556800765216,0.03965330476521739
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=avg&dataType=bigint&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=GLOBAL.json,8.866795576640009e-08,5.395216758175549e-18,2.322372654973848e-09,4.1085306162651514e-08
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#.json,5.798382889971064e-08,2.3413695119015656e-18,1.529897869583623e-09,3.200516650958215e-08
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=sparsed2&numberOfSignificantValueDigits=2.json,1.0507087400587843e-05,1.0041821087597794e-10,1.0019215091981312e-05,0.0005485840713116825
hazelcast__hazelcast#com.hazelcast.internal.serialization.impl.portable.portablereader.DefaultPortableReaderBenchmark.read#.json,6.311553266873657e-07,1.1946930222904238e-13,3.455855889971199e-07,1.1734493619368773e-05
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonRequest#.json,1.9854965403887803e-05,1.0378304496842795e-11,3.2209995543736695e-06,4.575549782076011e-05
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbc#resultSize=1.json,1.229317411595511e-06,5.502410299474027e-13,7.416584447764855e-07,2.4653660129661908e-05
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000.json,1.663731373707505e-05,1.251292658710718e-11,3.5367707379627747e-06,7.716041141183213e-05
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000&maxConcurrency=8&work=1.json,0.0031246124791673648,7.872384723490114e-09,8.871164149352057e-05,0.003915556128138529
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert#count=100000.json,0.01758689806706747,2.040838175725496e-06,0.0014283404821849141,0.019611648000000006
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet#size=10.json,3.949665199667985e-07,1.1906272831149786e-14,1.090976448880421e-07,4.319027377036433e-06
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#.json,5.834112994584652e-08,1.7672446305227766e-17,4.203158774606467e-09,4.142565993411084e-08
prestodb__presto#com.facebook.presto.operator.BenchmarkUnnestOperator.unnest#nestedType=array(bigint)|array(bigint)&positionsPerPage=1000&primitiveNullsRatio=0.2&replicateType=bigint&rowNullsRatio=0.0&withOrdinality=false.json,0.0007534483546685064,6.980775905182314e-09,8.353708348214959e-05,0.0017874990545454546
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool#.json,0.002808066284929899,1.2400528482297505e-06,0.0011133906183014677,0.02553085561904762
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean.json,7.810295568411915e-05,9.126186480224093e-10,3.020453330503066e-05,0.00017170067355623097
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=variance&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=GLOBAL.json,9.588809065706821e-08,8.58228377314639e-18,2.9290642326347475e-09,4.250424310063378e-08
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3.json,8.01907599299485e-05,1.4641201473144802e-07,0.00038257432339732433,0.017246680217055547
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#.json,6.143544839650034e-08,4.568972248582736e-18,2.1371584418913677e-09,8.870486054703607e-08
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000.json,2.712129262126761e-07,3.413504385961278e-17,5.841544548264532e-09,2.550537866647318e-07
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0.json,0.0625649142765531,2.4053286885226605e-05,0.004903595931076665,0.08585216000000001
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000.json,9.358077801512358,0.049285062548806866,0.2219653154708421,0.6375342080000017
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000.json,7.70840788597996,0.0027388504472032334,0.05232528707512983,0.33554431999999945
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sparsed1&numberOfSignificantValueDigits=2.json,1.7141619525840887e-05,1.7768872674137678e-09,4.214610046840064e-05,0.0018792019265961857
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#.json,0.7880990747361388,0.0002599661088503692,0.01612077168818841,0.37434163200000004
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmark#.json,4.500929609346469e-08,6.3410171269014005e-18,2.517717064864395e-09,1.0709289233271153e-07
r2dbc__r2dbc-h2#io.r2dbc.h2.StatementBenchmarks.simpleJdbc#.json,1.3411132147759055e-06,3.6563204262628917e-13,6.045741650414493e-07,1.4158197033477113e-05
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=None&array_values_length=1&keyType=String&n_entries=100000&valueType=String.json,0.028794862671120015,2.7788076013964412e-05,0.005270559245417011,0.053133312
jdbi__jdbi#org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther#.json,7.891604665090824e-08,2.4037143031470116e-17,4.90195008069073e-09,6.139551002870653e-08
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#.json,0.004157614791190209,1.8499355036386019e-06,0.0013598961808567824,0.07084359679999999
prestodb__presto#com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineString#.json,5.275796556572435e-07,1.9466292537892556e-13,4.411325285011051e-07,1.4924750976975607e-05
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64#.json,0.000702731561749501,6.57483772878951e-09,8.107183064544722e-05,0.002136678608739967
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25.json,0.10357292804275217,3.0760447010801625e-06,0.0017535727239097868,0.023855104000000002
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1.json,1.8097844926410268e-07,1.71782194397209e-14,1.3104381668540428e-07,4.857832051536613e-06
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000.json,0.0005713190868457316,1.1404396666772862e-09,3.376475615645673e-05,0.0003899009427707702
imglib__imglib2#net.imglib2.loops.SyncedPositionablesBenchmark.benchmark5#.json,0.0308344703360013,0.00011160952112097533,0.010562776310791118,0.033771395878787885
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.roundtripCompressed#latencySeriesName=sparsed2&numberOfSignificantValueDigits=2.json,2.3222265895443808e-05,2.5216927796225573e-09,5.0208072367550304e-05,0.0020019747860299977
apache__tinkerpop#org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readBytecode2#.json,4.830447239364233e-06,1.5503220704634097e-12,1.2449113465707653e-06,2.3727529399619237e-05
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=1&messageSize=100&messageVersion=1.json,6.832845716994791e-07,1.4304104360733993e-14,1.1957979248504805e-07,1.3535060349359239e-06
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=50000&syncThreshold=10000.json,13.267017831973279,0.011762006880511605,0.10843467321156738,0.6878658560000002
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet#size=100000.json,5.15982609497683e-07,8.12938495526757e-14,2.8507314376895643e-07,1.3415737030853245e-05
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=0&size=3.json,5.937986130132886e-08,9.449422356667915e-18,3.0734778731880126e-09,6.959496104855865e-08
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544.json,0.0005628277008341418,2.4327055945329252e-08,0.00015594528103197747,0.006199816285354137
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=100.json,7.544363493342495e-08,8.296599173823362e-18,2.879900709853554e-09,5.670078783785359e-08
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=100&keyType=String&n_entries=10&valueType=Boolean.json,4.356716232912647e-06,2.9069517577687705e-12,1.7046937648733196e-06,2.518963280264198e-05
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=1000.json,0.09186932354308616,1.0276410531259818e-06,0.0010135570135129566,0.02247884800000001
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3.json,2.26108574048689e-07,1.1576174556262619e-13,3.401809532953748e-07,1.3664274281038105e-05
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED.json,0.002997725678632773,5.586130069965773e-09,7.472793517192418e-05,0.0011115098352941178
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=1000&rows=100000.json,0.9166767666960588,3.0722622177503563e-05,0.005541873399911864,0.08388607999999997
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7.json,5.970575619033648e-08,8.336403431116838e-17,9.128865790027458e-09,4.252338171536287e-07
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#.json,0.0003314862734024529,2.4699552008619108e-09,4.9690343453481476e-05,0.0008287361806888765
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata#.json,0.0037027403290072077,2.633530021703202e-06,0.0016225444274834335,0.07708535466666666
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_out_localXout_out_valuesXnameX_foldX#.json,0.2502065541215765,0.0006762491124625866,0.026000447002995,0.274989056
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmark#.json,4.642604620893022e-08,1.558810767461114e-17,3.947518362949313e-09,2.0274579576178928e-07
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D#.json,6.991580013687666e-08,5.104681317835394e-17,7.143511984630078e-09,3.2292186930139067e-07
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS#NEED_TO_ENLARGE=1&SIZE=65536.json,0.0013618835638893154,4.729950891588701e-08,0.00021744817961233132,0.0025220228991298744
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=GZIP&maxBatchSize=10&messageSize=100000&messageVersion=1.json,0.0003711133556000891,2.7966432550791344e-09,5.287446616747641e-05,0.00042769066666666663
prestodb__presto#com.facebook.presto.operator.BenchmarkGroupByHash.addPagePreCompute#channelCount=10&dataType=BIGINT&groupByType=notDistinct&groupCount=3000000&hashEnabled=false.json,1.2092117568470275e-06,3.77393242437654e-15,6.14220801170459e-08,3.960000000000001e-07
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO.json,2.684630344233706e-06,3.0593282298657484e-13,5.530195665751524e-07,1.811328078437151e-05
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=1.json,1.2735741123020067e-06,1.9176527919409535e-13,4.3783698945457436e-07,1.1435806250000002e-05
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2#.json,1.7914396529812694e-06,3.764448393492193e-13,6.134485359587586e-07,1.9307217638497254e-05
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=max&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=HASH.json,9.019089266604437e-08,6.240317516794814e-18,2.4976455397848403e-09,3.710045183720652e-08
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536.json,4.000065038010773e-07,3.3965281114668466e-15,5.8270006577482354e-08,2.6562264034623744e-06
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized#.json,0.0007525528826544667,3.8616495225292164e-08,0.0001964779816271917,0.004349678131543624
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.fluentSelectOne#.json,8.692599363167097e-06,3.6048441347973794e-12,1.8983256074868363e-06,4.2423425174897646e-05
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000.json,0.9232662648390114,0.0024417469439932003,0.049405783034496276,0.724566016
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT#.json,4.383436600818062e-06,1.2505655011849056e-12,1.1181000897221802e-06,2.179173594962245e-05
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=1&size=3.json,1.5912128164735308e-07,3.711944683098201e-13,6.091555539117138e-07,1.6146413026259387e-05
jdbi__jdbi#org.jdbi.v3.benchmark.QualifiersBenchmark.eq3To3#.json,4.3595753164440984e-07,1.2994626018885238e-13,3.604203906056654e-07,1.6303280559971573e-05
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#.json,0.9898067123901138,0.001731832372022826,0.04160833976136074,0.27262975999999994
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine#.json,5.3663676051598904e-08,4.273198696691985e-18,2.0668264181150466e-09,8.353440375926095e-08
openzipkin__zipkin#zipkin2.codec.CodecBenchmarks.writeClientSpan_PROTO3#.json,1.635295227163824e-06,3.1112770224790844e-13,5.576950646900951e-07,1.621189986108182e-05
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000.json,1.49424930416397e-06,6.922846293983418e-13,8.318974728938818e-07,2.252494379332655e-05
jdbi__jdbi#org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.fluentInsertGeneratedKeyBindBean#.json,7.345019381940091e-06,6.799451332827055e-11,8.24450138395148e-06,0.00043762826842275827
openzipkin__zipkin#zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32#.json,5.9183916986821966e-08,3.1347840891368848e-18,1.770236443829757e-09,2.604763563340365e-08
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=avg&dataType=double&evalMode=PARTIAL1&hasNulls=false&isRepeating=true&processMode=HASH.json,8.961228247597846e-08,2.7082469148392682e-17,5.203212812053222e-09,2.8250667876366227e-07
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterChildIncBenchmark#.json,4.660802423080313e-08,2.9233902128475637e-18,1.7095068869737868e-09,1.764499583014563e-08
h2oai__h2o-3#water.ChunkBench.colsRowsReadWithFinalChunk#cols=1000&rows=100000.json,0.7912377982204408,2.9209535379550064e-05,0.00540368201837499,0.06920601599999998
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSet_withHash#size=10000.json,4.595311250614672e-07,9.937118562743645e-15,9.966844812611283e-08,2.378814635905136e-06
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#.json,0.1679228446439546,0.002249828089137207,0.04742443087217444,1.539571712
jgrapht__jgrapht#org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.PushRelabelMaximumFlowRandomGraphBenchmark.run#.json,2.4644877153987976,0.06064835165393421,0.2462277300050814,1.350565888
yellowstonegames__SquidLib#squidpony.performance.MathBenchmark.measureMathAtan2#.json,1.6661876272763362e-07,7.893411859228904e-18,2.809052411245166e-09,4.949573576705779e-08
imglib__imglib2#net.imglib2.util.FlatCollectionsBenchmark.benchmarkSumList#.json,0.009206339971967587,2.2121791678425086e-06,0.0014870912201492435,0.026764524307692307
