Project,Benchmark,Average Duration,Standard Deviation
prometheus,prometheusCounterChildIncBenchmark,4.6567214789263485e-08,6.468225486709879e-09
h2oai,colsRowsReadWithFinalChunk,0.8210284019711779,0.0989419170206783
hazelcast,OAHashSetBenchmark,4.601189109249513e-07,2.5026698727172643e-07
apache,GraphTraversalBenchmark,0.16515809061546913,0.04663040121762302
jgrapht,PushRelabelMaximumFlowRandomGraphBenchmark,2.4877840990208133,0.2611294882540165
yellowstonegames,measureMathAtan2,1.6677351303395524e-07,4.2660029693399584e-09
imglib,benchmarkSumList,0.00924673299671396,0.0016041519464733685
apache,GraphSONMapperBenchmark,1.1099881159694118e-05,8.210187579448159e-06
HdrHistogram,skinnyEncodeIntoCompressedByteBuffer,9.46242190140472e-05,0.00041596530023396754
RoaringBitmap,testSerialize,0.004476492140861867,0.001123953064895814
yellowstonegames,insertIntegerLinkedHashMap2,0.0020164281511571612,0.000499086032700791
eclipse,testAcquireReleasePoolWithStrategy,1.2559858961107096e-07,2.244119036205383e-08
ReactiveX,flowableConvert,1.942573724531172e-06,7.209920087558527e-07
RoaringBitmap,getCardinalityWithoutCache_Small,0.002672345980050774,0.00011835224717537166
RoaringBitmap,batchIterate,0.021762218266165333,0.003665889829021619
prestodb,BenchmarkJtsGeometrySerde,0.00016387560143732628,2.59479657641706e-05
hazelcast,ArrayMerkleTreeBenchmark,2.4481986678806748e-05,7.042156851848436e-06
apache,template,0.10522913232213563,0.013684165768713829
imglib,benchmark3,0.021678401482720766,0.006052048988592997
jgrapht,testBellmanFordWattsStogatz,0.44577064659627014,0.028919540500203535
openzipkin,parseIpv4_addr,1.9355150225434086e-07,2.6031465627068503e-07
hazelcast,testSuppression,2.344225530696974e-05,6.4495769195493465e-06
prestodb,BenchmarkPartitionedOutputOperator,2.9355911326378727,0.12038461790630602
apache,RecordBatchIterationBenchmark,2.3163514899299224e-06,4.885825737945998e-07
netty,setBytes,6.295623224677546e-08,7.979988876596638e-09
apache,jmh,2.11872147021025e-06,7.10979380892432e-07
eclipse,DateCacheBenchmark,1.11779426596167e-06,1.5972892386308272e-06
imglib,sumMinMax_using_ClassCopyProvider,0.003187296180845728,5.885627843000383e-05
apache,operators,1.0054900795607165e-07,2.044056691462488e-08
apache,NormalizeUriTest,0.00022193998248559157,0.011678308068863214
openzipkin,readChineseSpan_PROTO3,2.1753115685581835e-06,6.98303153756504e-07
eclipse,forwardChainingSchemaCachingRDFSInferencerSchema,0.0025467542574669697,0.004024718009684319
apache,operators,2.745914767073144e-06,6.360539871608382e-08
imglib,copy_loopBuilder,0.014811111076011196,0.0028505607988974263
JCTools,burstCost,3.317032917522998e-06,1.193963399001715e-06
yellowstonegames,insertStringLinkedHashMap,0.005590075329172798,0.0005807315635254972
HdrHistogram,skinnyEncodeIntoCompressedByteBuffer,0.00016229198696950445,0.0007595285810009432
apache,CaseInsensitiveMapTest,9.148243482628132e-07,4.587380785686955e-07
apache,jmh,1.333674603947303e-06,5.627136612761761e-07
jdbi,H2SqlObjectV3Benchmark,1.5147268924232637e-05,1.8191481887054138e-05
crate,measureConsumeSkippingBatchIterator,0.14313224055468737,0.011253441731532563
apache,RecordBatchIterationBenchmark,6.56448090031251e-05,0.00010370311380830153
prometheus,prometheusSimpleSummaryBenchmark,1.0922300073434978e-07,1.2362958412514309e-07
RoaringBitmap,iterate,0.05545007622825154,0.0007307918957407662
zalando,noop,3.7255780385837346e-06,1.5075193388607522e-06
openzipkin,bytes_jacksonDecoder,0.003812395736037307,0.0005943702451425818
jgrapht,BinaryLiftingLCARandomTreeBenchmark,0.1122280581802634,0.004203123070885609
eclipse,noReasoningMultipleTransactions,0.000275024865880288,0.0024976871358507817
eclipse,testJettyStringUtilReplaceSame,1.4505973977642103e-07,2.974609002915056e-07
jdbi,equalsIgnoreCaseCopy,8.205320131080516e-08,6.375149782268128e-09
raphw,benchmarkCglib,0.001730262427145618,0.00044526163344856413
raphw,benchmarkCglib,0.0012784205030854955,0.000619451941197357
apache,operators,6.344591606966485e-06,1.0047551987589441e-07
apache,GraphTraversalBenchmark,0.005706653815747351,0.0010507351179902906
hazelcast,OAHashSetBenchmark,4.769820438116299e-07,2.920224593503562e-07
apache,jmh,1.1846494961488508e-06,2.764872008986961e-07
prometheus,prometheusSimpleGaugeNoLabelsSetBenchmark,5.099982103722921e-08,4.5438396452157364e-09
jdbi,H2SqlObjectV3Benchmark,3.748177338305988e-06,1.298076208389419e-06
jgrapht,testDijkstraGnm,1.4026892727638127,0.07710680519341521
eclipse,map,1.8088659517440029,0.12270673466147929
raphw,benchmarkJavassist,0.00030959126941891823,0.0017767736459152912
eclipse,map,0.0751522643967993,0.007119152748344995
apache,operators,1.0690522831333106e-07,1.524229785585498e-08
prometheus,prometheusCounterIncBenchmark,1.3302245243517846e-07,1.677840318295233e-07
openzipkin,buildClientSpan,4.726223943494772e-07,4.632807412925281e-07
hazelcast,ArrayMerkleTreeBenchmark,1.453189246358015e-07,1.0989411649392312e-07
HdrHistogram,roundtripCompressed,2.4697965679334533e-05,6.202842252974047e-05
jgrapht,testBellmanFordBarabasiAlbert,4.65388325655898,0.3266253133381973
netty,hasAttributeIdentityHashMap,6.338676622898364e-08,9.037771779117041e-09
crate,GroupingLongCollectorBenchmark,0.7798844118357285,0.03411945891464954
protostuff,bufferedRecycledSerializer,1.0487189605926406e-07,4.619280494712856e-08
netty,Http2FrameWriterDataBenchmark,3.469498399859636e-07,2.9704452112157205e-07
raphw,benchmarkJdkProxy,0.001348800823282195,0.0010523777895517887
imglib,copy_flatIterable,0.002756961990517145,3.494351878635498e-05
crate,JsonReaderBenchmark,0.00018088297614281856,0.008584724543401125
eclipse,map,0.3024841692501294,0.01418147861408196
eclipse-vertx,baseline,6.350003560198767e-08,6.611629848453785e-09
JCTools,offerAndPollLoops,7.161083062119983e-08,8.741223813396088e-09
protostuff,baseline,3.482430544720749e-08,2.778595151048094e-09
eclipse-vertx,vertxSmallMatch,1.2265597619955866e-07,1.1369070401429563e-08
prometheus,prometheusSimpleHistogramNoLabelsBenchmark,7.48423338310821e-08,7.744564786814444e-09
apache,SerializationBenchmark,7.506077110796407e-07,5.250840773892616e-07
zalando,defaultRequest,8.805428228284568e-06,1.8645982840221298e-06
imglib,benchmark6,0.03686451234631537,0.014027512172589369
netty,setBytes,6.836131665563093e-08,1.5757565491691285e-08
protostuff,runtime_sparse_serialize_10_int_fields,1.708133014465388e-07,1.4966433483570637e-07
hazelcast,OAHashSetBenchmark,1.8367668087645502e-07,1.1794938925664896e-08
ReactiveX,internal,3.691417175215634e-07,2.3534681851138592e-07
eclipse,testJettyStringUtilReplaceReduce,1.9829535822210476e-07,3.8936293254896876e-07
prestodb,StringFunctionsBenchmark,6.144470724273817e-05,0.0033569231732720264
apache,ColumnarStorageBench,0.0060283929374044965,0.006928088637200125
cantaloupe-project,processor,0.0012310629319028604,0.0026505904605353776
apache,getNullCountBenchmark,1.0436701298021668e-07,1.2466803577146782e-08
JCTools,twoMixedLengthPrimitiveArgsBaseline,6.327842502208912e-08,2.20492753574499e-08
eclipse-vertx,wideBufferDatabind,0.0013716018706261934,0.0001720818621026471
apache,RecordBatchIterationBenchmark,0.0004736329130666468,0.00018915348090396615
jgrapht,EulerTourRMQLCARandomTreeBenchmark,0.07486431778133203,0.004126214856620484
protostuff,runtime_serialize_10_int_fields,1.4148018466438816e-07,2.24580575576618e-07
yellowstonegames,insertStringLinkedHashMap,0.006258435662722733,0.000577422360146579
h2oai,rawArrayRead,0.014161526520686493,0.0002455155330207055
zalando,replace1xRequest,6.709393332124557e-07,3.4845193997638464e-07
RoaringBitmap,batchIterateAsIntIterator,0.006332343231146859,0.00010350429011770006
eclipse,selectAll,1.1605307817984252,0.038461256368683874
netty,escapeCsvOld,1.1734292997852702e-07,1.2128130565723344e-07
zalando,replace2xResponseShopify,9.603062201012368e-07,6.019960091131461e-07
JCTools,burstCost,2.183220898602611e-05,6.257312657728251e-06
apache,GraphTraversalBenchmark,0.0023714947908731756,0.0007668150377889212
apache,jmh,1.3697222813118905e-06,9.830470197638555e-07
yellowstonegames,insertStringLinkedHashMap2,0.005655030117553065,0.0005986542656905821
cantaloupe-project,processor,0.0004541040074332918,0.007704323874428032
protostuff,bufferedSerializer,1.6424045079659932e-05,3.0727637595647465e-06
apache,TraversalConstructionBenchmark,1.854025548630061e-05,8.142922088322793e-06
eclipse,jmh,2.2673265912369108e-05,4.585605697530372e-06
eclipse,selectAll,0.06309319147519944,0.008215227451049465
apache,ParallelSearcherBenchmarks,0.003808364787906718,0.0015164591533539163
raphw,benchmarkJdkProxy,0.00012828946197322792,0.0006732472570015381
netty,isValidIpV6AddressOld,3.5941400872818257e-07,2.926171404569087e-07
jgrapht,testDeltaSteppingComplete,0.1068296481450667,0.013871798885629342
cantaloupe-project,processor,0.07171521030826947,0.013466879608800022
crate,merge,0.03797983923768699,0.005353151510124083
prometheus,prometheusGaugeChildIncBenchmark,4.6444149488490194e-08,5.882243106986458e-09
imglib,converter,5.644856625997535e-08,4.614696402194019e-09
eclipse,selectDistinct,0.34806956031999725,0.02082401822959355
apache,RecordBatchIterationBenchmark,2.937347525262211e-06,7.052983237012659e-07
cantaloupe-project,processor,0.003762025970395204,0.0038749281078734937
r2dbc,parametrizedJdbc,1.2555356713695778e-06,7.259712625056436e-07
jgrapht,testBellmanFordGnp,2.4315898626047585,0.13858293289858656
ReactiveX,observable,2.0541809307810548e-05,6.79499403184614e-07
openzipkin,readTenClientSpans_JSON_V2,5.8104350493568696e-05,7.657505965685391e-06
prestodb,benchmarkWithFlatten,7.632215928360663e-05,2.941080594343327e-06
crate,measureParseAnalyzeAndPlanInsertFromValues,7.549828261742431e-05,3.011917926471979e-05
apache,jmh,3.3150599156461787e-07,3.781988814250391e-07
apache,operators,9.103909280965311e-08,1.2661611211745943e-08
r2dbc,preparedJdbc,1.8871295430447385e-05,1.7813469636606143e-06
h2oai,writeMap,2.518088015325846,1.175804034747402
raphw,benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool,0.0009701365251852379,0.0026068414119499576
r2dbc,simpleR2dbc,0.00017180081564618083,0.00214857977220031
jgrapht,FastLookupDirectedGraphBenchmark,0.4874794696703943,0.07849642207805198
imglib,benchmark4,0.027156402340774714,0.009004416574366556
apache,TypeConverterTest,2.675941249481304e-06,9.936059351569174e-07
RoaringBitmap,iterate,0.0016080359910925343,4.7618275371617704e-05
prometheus,prometheusSimpleGaugeNoLabelsDecBenchmark,5.278084645778588e-08,6.61090636828662e-09
prestodb,addPagePreCompute,6.557343333333276e-07,1.863911177843217e-08
RoaringBitmap,batchIterate,0.001245521203296346,0.0001182848966048997
hazelcast,ArrayMerkleTreeBenchmark,1.4340258391635815e-07,1.3788066408797013e-07
HdrHistogram,roundtripCompressed,0.00027073784427988717,2.8386103904561068e-05
apache,ArrowBufPointerBenchmarks,1.2669030557206189e-07,1.2816160394912343e-08
JCTools,MpqRelaxedBurstCost,6.333320892354455e-07,1.426851213678188e-07
eclipse-vertx,netty,2.1934272687902706e-06,4.05736532917741e-06
apache,TraversalConstructionBenchmark,8.095919494805287e-06,2.020720158506323e-06
hazelcast,BitmapIndexQueriesBenchmark,0.0006918990637295033,0.0001766252080550753
r2dbc,parametrizedR2dbc,9.119264227920666e-06,0.00033819836072354
apache,template,0.0033048506928062813,0.002581773246766905
crate,measureParseAndAnalyzeSimpleSelect,2.041888004318646e-05,9.359068978253034e-06
netty,defaultPooledDirectAllocAndFree,2.2949875659436672e-07,1.8081224561944642e-07
eclipse-vertx,nettySmallExactMiss,6.178210221833889e-08,4.8461976330333644e-09
apache,TypeConverterTest,9.642694981971922e-06,3.6562644012215876e-06
eclipse,MinByDoubleTest,0.010780722836206673,0.006020058138246272
apache,setSafeFromArray,0.0001522872033784104,2.7621104866455695e-06
h2oai,writeMap,0.022181886252373686,0.006325593126360962
apache,testTranslationWithStrategy,1.9621519453716922e-05,1.532002672031803e-05
imglib,defaultBehavior,0.041648037705955605,0.013289502179564342
apache,RecordBatchIterationBenchmark,9.774811097609726e-06,2.0189706871133145e-06
cantaloupe-project,processor,0.0037465509375477117,0.0033316579002441895
eclipse,forwardChainingSchemaCachingRDFSInferencerSchema,0.053144904226132536,0.007519924818107166
apache,getValueCapacity,6.203920594428909e-08,6.137041188680153e-09
eclipse,selectAll,1.5225543720960144,0.06543058639749545
eclipse,initialize,0.00557054509773071,0.0035655944971200956
eclipse-vertx,nettySmallMiss,8.706005457903026e-08,8.122596974018897e-09
prestodb,benchmarkWithoutFlatten,1.2670138843137866,0.05676274415525034
eclipse,map,1.2278536951125338,0.06142323994337668
cantaloupe-project,processor,9.434073577869427e-08,2.6270458554595123e-08
yellowstonegames,insertIntegerSquidDefaultOS2,0.0013633758661286666,0.0002627258579404752
apache,jmh,1.9419381932652068e-05,3.3729430863519233e-06
prometheus,codahaleHistogramBenchmark,2.366105310969275e-07,5.188972305834155e-08
HdrHistogram,rawConcurrentRecordingSpeed,7.475932075991261e-08,8.129975008132146e-09
apache,operators,8.928363101199141e-08,1.262759368481774e-08
apache,GraphTraversalBenchmark,0.08081840756053318,0.008968448682863282
imglib,flatCopy,0.012818600270833945,0.0005349681817628547
apache,WriteChannelBenchmark,1.5019149160053898e-07,6.289645857461393e-07
eclipse-vertx,vertxOpt,2.542629182813032e-06,3.0930528914163794e-06
yellowstonegames,measureHastyPointHash2D,6.591360056018035e-08,1.0243571777573467e-08
apache,template,0.003776363857707309,0.00019094185453265614
jgrapht,testDijkstraGnm,0.13170135531519933,0.007405329635475972
raphw,benchmarkByteBuddyWithProxy,0.004621800034804803,0.004001626342621086
h2oai,writeMap,5.938057100145404e-05,0.003142049554576514
h2oai,writeMap,0.011262734250494432,0.004224538793702933
prestodb,runPagesMergeSortBenchmark,13.75631104628037,0.2744385232823042
apache,TransferPairBenchmarks,9.13314609298324e-06,1.9564015032911283e-06
imglib,twoThreadsForkJoinPool,0.31518516838398863,0.029381065103834425
apache,RecordBatchIterationBenchmark,7.76404032707523e-07,4.1444748068758844e-07
apache,FastTypeConverterTest,1.3179673136814106e-07,1.69962454101269e-07
protostuff,bufferedSerializer,1.7434714464101747e-06,6.345704529722667e-07
apache,jmh,4.207621535026733e-05,6.703875291365642e-06
jgrapht,testTreeDynamicConnectivity,6.464776504132263e-05,7.3709738946279544e-06
JCTools,MpqRelaxedBurstCost,1.3726657844754883e-06,2.522983719344696e-07
r2dbc,parametrizedR2dbc,9.496658467985561e-05,0.0015348954885193997
ReactiveX,flowable,0.01362252379347583,0.00024963487417206117
zalando,autoconfigurationRequest,6.568512793420844e-07,3.9271515122460685e-07
apache,operators,8.794539818551064e-08,1.384251752426296e-08
netty,decodeStringAscii,9.383526745731957e-08,1.2497216648623612e-07
imglib,singleThreaded,0.5608218558464475,0.03264781039402187
ReactiveX,flowableConvert,0.0019507280365129187,0.00021285069485520844
prometheus,prometheusSimpleGaugeIncBenchmark,1.0226288372328909e-07,1.231679217447686e-07
apache,TypeConverterTest,2.450704228274767e-06,8.80372164265065e-07
netty,hashCodeBenchBytesOld,1.831741358984838e-07,9.502475233998702e-09
imglib,benchmark2,0.015784505901901218,0.003740265792699873
zalando,replace2xRequest,9.36572951182846e-07,5.423027636820659e-07
r2dbc,simpleJdbc,9.621696199760548e-06,1.407591383473849e-06
raphw,benchmarkByteBuddyWithProxyWithTypePool,0.005424462450055505,0.004042039418413162
apache,GraphBinaryReaderWriterBenchmark,9.292110178822241e-07,4.848715666746757e-07
apache,jmh,1.8428483577907583e-05,4.160365479783421e-06
yellowstonegames,insertIntegerSquidMildOM2,0.0011701852900281547,0.00027742528825006323
